station,category,split,start_date,end_date,status,flags,has_s2,has_s1_asc,has_s1_desc,has_cm,has_dem,has_lulc,has_soil,has_era5,has_sif,has_twsa,has_labels_sm,has_labels_le,n_s2_dates,n_cm_dates,n_s2_missing_cm,cm_coverage_pct,s2_missing_years,s1_asc_missing_years,s1_desc_missing_years,cm_missing_years,satellite_missing_years,era5_missing_years,labels_sm_missing_years,labels_le_missing_years,sif_missing_years,twsa_missing_years,has_raw_satzarr,n_s2_raw,s2_token_minus_raw,s2_raw_minus_token,n_s1_asc_raw,s1_asc_token_minus_raw,s1_asc_raw_minus_token,n_s1_desc_raw,s1_desc_token_minus_raw,s1_desc_raw_minus_token,has_raw_dem,has_raw_lulc,dem_nan,lulc_nan,soil_nan_pct,era5_nan,sif_nan,twsa_nan,labels_sm_nan,labels_le_nan_frac,sm_continuous_years,le_continuous_years,lt_3yr_labels
ISMN_AMMA-CATCH_Banizoumbou,sm_only,train,20160101,20181230,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,103,103,0,100.0,,,,,,,,,"2016,2017",,True,103,0,0,84.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_AMMA-CATCH_Tondikiboro,sm_only,train,20160101,20181230,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.1%)",True,True,False,True,True,True,True,True,True,True,True,False,102,102,0,100.0,,,,,,,,,"2016,2017",,True,102,0,0,84.0,0.0,0.0,,,,True,True,False,False,0.0013,False,False,False,False,,3.0,,False
ISMN_ARM_Anthony,sm_only,train,20160101,20210920,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,330,330,0,100.0,,,,,,,,,"2016,2017",,True,330,0,0,246.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_ARM_Ashton,sm_only,train,20160226,20230928,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.0%)",True,True,False,True,True,True,True,True,True,True,True,False,235,235,0,100.0,,,,,,,,,"2016,2017",,True,235,0,0,308.0,0.0,0.0,,,,True,True,False,False,0.0002,False,False,False,False,,8.0,,False
ISMN_ARM_Byron,sm_only,train,20160225,20211130,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,350,350,0,100.0,,,,,,,,,"2016,2017",,True,350,0,0,407.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_ARM_Lamont-CF1,sm_only,train,20160223,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,False,True,True,True,True,True,True,True,True,False,321,321,0,100.0,,,,,,,,,"2016,2017",2025,True,321,0,0,375.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_ARM_Lamont-CF2,sm_only,train,20210729,20251230,OK,INFO_twsa_missing_years(2025),True,True,False,True,True,True,True,True,True,True,True,False,169,169,0,100.0,,,,,,,,,,2025,True,169,0,0,138.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_ARM_MapleCity,sm_only,oos,20191004,20230928,OK,INFO_soil_nan_pct(0.0%),True,True,False,True,True,True,True,True,True,True,True,False,299,299,0,100.0,,,,,,,,,,,True,299,0,0,174.0,0.0,0.0,,,,True,True,False,False,0.0004,False,False,False,False,,5.0,,False
ISMN_ARM_Marshall,sm_only,train,20160525,20230928,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,242,242,0,100.0,,,,,,,,,"2016,2017",,True,242,0,0,304.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,8.0,,False
ISMN_ARM_Medford,sm_only,oos,20160226,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,False,True,True,True,True,True,True,True,True,False,655,655,0,100.0,,,,,,,,,"2016,2017",2025,True,655,0,0,374.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_ARM_Morrison,sm_only,train,20160101,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.0%)",True,True,False,True,True,True,True,True,True,True,True,False,325,325,0,100.0,,,,,,,,,"2016,2017",2025,True,325,0,0,376.0,0.0,0.0,,,,True,True,False,False,0.0002,False,False,False,False,,10.0,,False
ISMN_ARM_Newkirk,sm_only,train,20160224,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,False,True,True,True,True,True,True,True,True,False,307,307,0,100.0,,,,,,,,,"2016,2017",2025,True,307,0,0,375.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_ARM_Omega,sm_only,oos,20160101,20210606,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,300,300,0,100.0,,,,,,,,,"2016,2017",,True,300,0,0,368.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_ARM_Pawhuska,sm_only,train,20160305,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,False,True,True,True,True,True,True,True,True,False,297,297,0,100.0,,,,,,,,,"2016,2017",2025,True,297,0,0,624.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_ARM_Ringwood,sm_only,train,20160302,20230928,OK,"INFO_sif_missing_years(2016,2017)",True,True,False,True,True,True,True,True,True,True,True,False,500,500,0,100.0,,,,,,,,,"2016,2017",,True,500,0,0,510.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,8.0,,False
ISMN_ARM_Tryon,sm_only,train,20160303,20230928,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.2%)",True,True,False,True,True,True,True,True,True,True,True,False,237,237,0,100.0,,,,,,,,,"2016,2017",,True,237,0,0,309.0,0.0,0.0,,,,True,True,False,False,0.0016,False,False,False,False,,8.0,,False
ISMN_ARM_Tyro,sm_only,train,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016,2017,2018,2019,2021,2022,2023,2024,2025)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.1%)",True,True,True,True,True,True,True,True,True,True,True,False,588,588,0,100.0,,,"2016,2017,2018,2019,2021,2022,2023,2024,2025",,,,,,"2016,2017",2025,True,588,0,0,253.0,0.0,0.0,1.0,0.0,0.0,True,True,False,False,0.0005,False,False,False,False,,10.0,,False
ISMN_ARM_Waukomis,sm_only,train,20160101,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,False,True,True,True,True,True,True,True,True,False,449,449,0,100.0,,,,,,,,,"2016,2017",2025,True,449,0,0,376.0,0.0,0.0,,,,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_Berlin_DWDBerlin-Spaeth,sm_only,oos,20211001,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.4%),True,True,True,True,True,True,True,True,True,True,True,False,165,165,0,100.0,,,,,,,,,,2025,True,165,0,0,302.0,0.0,0.0,308.0,0.0,0.0,True,True,False,False,0.004,False,False,False,False,,5.0,,False
ISMN_Berlin_DWDBerlinTempel,sm_only,oos,20220629,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,134,134,0,100.0,,,,,,,,,,2025,True,134,0,0,244.0,0.0,0.0,251.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA14wiltinger,sm_only,train,20221129,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,125,125,0,100.0,,,,,,,,,,2025,True,125,0,0,219.0,0.0,0.0,228.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA15bucherchaus,sm_only,train,20221129,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,123,123,0,100.0,,,,,,,,,,2025,True,123,0,0,219.0,0.0,0.0,228.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA16krugwiesen,sm_only,train,20221129,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,107,107,0,100.0,,,,,,,,,,2025,True,107,0,0,219.0,0.0,0.0,228.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA17suedpark,sm_only,train,20221129,20251230,OK,INFO_s2_missing_years(2022)|INFO_cm_missing_years(2022)|INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,112,112,0,100.0,2022,,,2022,,,,,,2025,True,112,0,0,219.0,0.0,0.0,229.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA18Pfaueninsel,sm_only,train,20221129,20251230,OK,INFO_s2_missing_years(2022)|INFO_cm_missing_years(2022)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(41.7%),True,True,True,True,True,True,True,True,True,True,True,False,117,117,0,100.0,2022,,,2022,,,,,,2025,True,117,0,0,219.0,0.0,0.0,229.0,0.0,0.0,True,True,False,False,0.4173,False,False,False,False,,4.0,,False
ISMN_Berlin_PSA1BerlinerStr,sm_only,val,20201125,20240414,OK,,True,True,True,True,True,True,True,True,True,True,True,False,118,118,0,100.0,,,,,,,,,,,True,118,0,0,259.0,0.0,0.0,260.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_Berlin_PSA2Tiergarten,sm_only,train,20201125,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.0%),True,True,True,True,True,True,True,True,True,True,True,False,208,208,0,100.0,,,,,,,,,,2025,True,208,0,0,402.0,0.0,0.0,408.0,0.0,0.0,True,True,False,False,0.0002,False,False,False,False,,6.0,,False
ISMN_Berlin_PSA4Heerstrasse,sm_only,train,20201125,20240326,OK,,True,True,True,True,True,True,True,True,True,True,True,False,113,113,0,100.0,,,,,,,,,,,True,113,0,0,256.0,0.0,0.0,257.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_Berlin_PSA6Plaenterwald,sm_only,train,20201127,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(4.5%),True,True,True,True,True,True,True,True,True,True,True,False,188,188,0,100.0,,,,,,,,,,2025,True,188,0,0,402.0,0.0,0.0,407.0,0.0,0.0,True,True,False,False,0.0447,False,False,False,False,,6.0,,False
ISMN_Berlin_PSA7Ruebezahl,sm_only,val,20201127,20250527,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(18.4%),True,True,True,True,True,True,True,True,True,True,True,False,156,156,0,100.0,,,,,,,,,,2025,True,156,0,0,333.0,0.0,0.0,334.0,0.0,0.0,True,True,False,False,0.1843,False,False,False,False,,6.0,,False
ISMN_Berlin_PflABerlin11Humb,sm_only,train,20221115,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.0%),True,True,True,True,True,True,True,True,True,True,True,False,127,127,0,100.0,,,,,,,,,,2025,True,127,0,0,221.0,0.0,0.0,232.0,0.0,0.0,True,True,False,False,0.0002,False,False,False,False,,4.0,,False
ISMN_Berlin_PflABerlin12Schi,sm_only,train,20221115,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.5%),True,True,True,True,True,True,True,True,True,True,True,False,120,120,0,100.0,,,,,,,,,,2025,True,120,0,0,200.0,0.0,0.0,232.0,0.0,0.0,True,True,False,False,0.0049,False,False,False,False,,4.0,,False
ISMN_Berlin_PflABerlin13Marz,sm_only,train,20221115,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,128,128,0,100.0,,,,,,,,,,2025,True,128,0,0,221.0,0.0,0.0,230.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS_KLEE,sm_only,train,20160101,20180428,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,54,54,0,100.0,,,2016,,,,,,"2016,2017",,True,54,0,0,44.0,0.0,0.0,39.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_COSMOS-UK_AliceHolt,sm_only,train,20160101,20221231,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.0%)",True,True,True,True,True,True,True,True,True,True,True,False,97,97,0,100.0,,,,,,,,,"2016,2017",,True,97,0,0,703.0,0.0,0.0,712.0,0.0,0.0,True,True,False,False,0.0004,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_Balruddery,sm_only,val,20160101,20190129,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,73,73,0,100.0,,,,,,,,,"2016,2017",,True,73,0,0,313.0,0.0,0.0,316.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_BickleyHall,sm_only,oos,20160101,20221231,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.9%)",True,True,True,True,True,True,True,True,True,True,True,False,85,85,0,100.0,,,,,,,,,"2016,2017",,True,85,0,0,351.0,0.0,0.0,706.0,0.0,0.0,True,True,False,False,0.0089,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_BunnyPark,sm_only,train,20160101,20221231,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,178,178,0,100.0,,,,,,,,,"2016,2017",,True,178,0,0,685.0,0.0,0.0,709.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_Cardington,sm_only,train,20160101,20220624,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,103,103,0,100.0,,,,,,,,,"2016,2017",,True,103,0,0,338.0,0.0,0.0,680.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_ChimneyMeadows,sm_only,oos,20160101,20190927,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,88,88,0,100.0,,,,,,,,,"2016,2017",,True,88,0,0,378.0,0.0,0.0,387.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_Cochno,sm_only,train,20170824,20201114,OK,INFO_sif_missing_years(2017)|INFO_soil_nan_pct(0.2%),True,True,True,True,True,True,True,True,True,True,True,False,68,68,0,100.0,,,,,,,,,2017,,True,68,0,0,291.0,0.0,0.0,379.0,0.0,0.0,True,True,False,False,0.0022,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_CwmGarw,sm_only,oos,20170205,20201024,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,65,65,0,100.0,,,,,,,,,2017,,True,65,0,0,236.0,0.0,0.0,437.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_Elmsett,sm_only,train,20160811,20191212,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,87,87,0,100.0,,,,,,,,,"2016,2017",,True,87,0,0,383.0,0.0,0.0,383.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_Euston,sm_only,train,20190610,20221231,OK,,True,True,True,True,True,True,True,True,True,True,True,False,113,113,0,100.0,,,,,,,,,,,True,113,0,0,355.0,0.0,0.0,360.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_Fincham,sm_only,val,20170607,20221231,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,187,187,0,100.0,,,,,,,,,2017,,True,187,0,0,588.0,0.0,0.0,594.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_COSMOS-UK_Fivemiletown,sm_only,train,20180626,20221231,OK,,True,True,True,True,True,True,True,True,True,True,True,False,78,78,0,100.0,,,,,,,,,,,True,78,0,0,236.0,0.0,0.0,473.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_HartwoodHome,sm_only,val,20170223,20220725,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,108,108,0,100.0,,,,,,,,,2017,,True,108,0,0,592.0,0.0,0.0,602.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_COSMOS-UK_Heytesbury,sm_only,train,20180808,20220730,OK,,True,True,True,True,True,True,True,True,True,True,True,False,112,112,0,100.0,,,,,,,,,,,True,112,0,0,211.0,0.0,0.0,433.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_HollinHill,sm_only,train,20180512,20220212,OK,,True,True,True,True,True,True,True,True,True,True,True,False,114,114,0,100.0,,,,,,,,,,,True,114,0,0,254.0,0.0,0.0,435.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_HolmeLacy,sm_only,oos,20180411,20221231,OK,,True,True,True,True,True,True,True,True,True,True,True,False,139,139,0,100.0,,,,,,,,,,,True,139,0,0,241.0,0.0,0.0,493.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_Loddington,sm_only,oos,20160426,20190826,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,94,94,0,100.0,,,,,,,,,"2016,2017",,True,94,0,0,355.0,0.0,0.0,358.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_COSMOS-UK_LullingtonHeath,sm_only,train,20181104,20220204,OK,,True,True,True,True,True,True,True,True,True,True,True,False,110,110,0,100.0,,,,,,,,,,,True,110,0,0,368.0,0.0,0.0,376.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_MoretonMorrell,sm_only,train,20181116,20221231,OK,,True,True,True,True,True,True,True,True,True,True,True,False,107,107,0,100.0,,,,,,,,,,,True,107,0,0,410.0,0.0,0.0,424.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_Morley,sm_only,train,20160101,20220517,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,180,180,0,100.0,,,,,,,,,"2016,2017",,True,180,0,0,676.0,0.0,0.0,671.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_PortonDown,sm_only,train,20160101,20181128,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,61,61,0,100.0,,,,,,,,,"2016,2017",,True,61,0,0,296.0,0.0,0.0,292.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_COSMOS-UK_Redhill,sm_only,train,20160218,20211203,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,161,161,0,100.0,,,,,,,,,"2016,2017",,True,161,0,0,621.0,0.0,0.0,639.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_COSMOS-UK_Redmere,sm_only,train,20160101,20180918,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.4%)",True,True,True,True,True,True,True,True,True,True,True,False,60,60,0,100.0,,,,,,,,,"2016,2017",,True,60,0,0,259.0,0.0,0.0,264.0,0.0,0.0,True,True,False,False,0.0042,False,False,False,False,,3.0,,False
ISMN_COSMOS-UK_Rothamsted,sm_only,oos,20170128,20221231,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,172,172,0,100.0,,,,,,,,,2017,,True,172,0,0,310.0,0.0,0.0,319.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_COSMOS-UK_Sheepdrove,sm_only,train,20160101,20221231,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,195,195,0,100.0,,,,,,,,,"2016,2017",,True,195,0,0,702.0,0.0,0.0,712.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_COSMOS-UK_SpenFarm,sm_only,train,20161123,20201121,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,101,101,0,100.0,,,,,,,,,"2016,2017",,True,101,0,0,455.0,0.0,0.0,473.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_COSMOS-UK_Stoughton,sm_only,train,20160101,20210603,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,131,131,0,100.0,,,,,,,,,"2016,2017",,True,131,0,0,580.0,0.0,0.0,581.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_COSMOS-UK_Waddesdon,sm_only,train,20160101,20180806,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,33,33,0,100.0,,,,,,,,,"2016,2017",,True,33,0,0,260.0,0.0,0.0,254.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_COSMOS-UK_Writtle,sm_only,train,20170704,20221231,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,198,198,0,100.0,,,,,,,,,2017,,True,198,0,0,580.0,0.0,0.0,586.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_CW3E_BoyesCreekCanyon,sm_only,train,20211201,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,191,191,0,100.0,,,,,,,,,,2025,True,191,0,0,138.0,0.0,0.0,114.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_CW3E_BrownsValleySchool,sm_only,train,20210414,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,236,236,0,100.0,,,,,,,,,,2025,True,236,0,0,352.0,0.0,0.0,315.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_CW3E_Deerwood,sm_only,oos,20171006,20251218,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(11.0%),True,True,True,True,True,True,True,True,True,True,True,False,404,404,0,100.0,,,,,,,,,2017,2025,True,404,0,0,306.0,0.0,0.0,242.0,0.0,0.0,True,True,False,False,0.1103,False,False,False,False,,9.0,,False
ISMN_CW3E_FeatherRiverCollege,sm_only,train,20191118,20240319,OK,,True,True,True,True,True,True,True,True,True,True,True,False,194,194,0,100.0,,,,,,,,,,,True,194,0,0,192.0,0.0,0.0,185.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_CW3E_NorthCowMountain,sm_only,oos,20171007,20250917,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,746,746,0,100.0,,,,,,,,,2017,2025,True,746,0,0,292.0,0.0,0.0,234.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,9.0,,False
ISMN_CW3E_PotterValleyNorth,sm_only,val,20190308,20250210,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.1%),True,True,True,True,True,True,True,True,True,True,True,False,279,279,0,100.0,,,,,,,,,,2025,True,279,0,0,243.0,0.0,0.0,175.0,0.0,0.0,True,True,False,False,0.0007,False,False,False,False,,7.0,,False
ISMN_CW3E_SkylineHarvest,sm_only,oos,20200731,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,262,262,0,100.0,,,,,,,,,,2025,True,262,0,0,223.0,0.0,0.0,220.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_CW3E_YucaipaValley,sm_only,oos,20221202,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,162,162,0,100.0,,,,,,,,,,2025,True,162,0,0,105.0,0.0,0.0,219.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_FLUXNET-AMERIFLUX_BouldinIslandAlfalfa,sm_only,train,20160813,20191230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(12.5%)",True,True,True,True,True,True,True,True,True,True,True,False,131,131,0,100.0,,,2016,,,,,,"2016,2017",,True,131,0,0,175.0,0.0,0.0,95.0,0.0,0.0,True,True,False,False,0.1253,False,False,False,False,,4.0,,False
ISMN_FLUXNET-AMERIFLUX_TonziRanch,sm_only,train,20170115,20200211,OK,INFO_sif_missing_years(2017),True,True,True,True,True,True,True,True,True,True,True,False,101,101,0,100.0,,,,,,,,,2017,,True,101,0,0,125.0,0.0,0.0,98.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_FLUXNET-AMERIFLUX_VairaRanch,sm_only,train,20160101,20200211,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,112,112,0,100.0,,,,,,,,,"2016,2017",,True,112,0,0,134.0,0.0,0.0,85.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_FMI_SAA111,sm_only,oos,20200614,20251230,OK,INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,184,184,0,100.0,,,,,,,,,,2025,True,184,0,0,673.0,0.0,0.0,678.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_FMI_SAA112,sm_only,oos,20210429,20240807,OK,,True,True,True,True,True,True,True,True,True,True,True,False,108,108,0,100.0,,,,,,,,,,,True,108,0,0,337.0,0.0,0.0,332.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_FMI_SAA120,sm_only,oos,20160313,20190816,OK,"INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,92,92,0,100.0,,,,,,,,,"2016,2017",,True,92,0,0,472.0,0.0,0.0,488.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_FMI_SOD011,sm_only,val,20200614,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(7.8%),True,True,True,True,True,True,True,True,True,True,True,False,214,214,0,100.0,,,,,,,,,,2025,True,214,0,0,633.0,0.0,0.0,682.0,0.0,0.0,True,True,False,False,0.0785,False,False,False,False,,6.0,,False
ISMN_FMI_SOD012,sm_only,val,20200614,20251230,OK,INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(7.9%),True,True,True,True,True,True,True,True,True,True,True,False,211,211,0,100.0,,,,,,,,,,2025,True,211,0,0,633.0,0.0,0.0,682.0,0.0,0.0,True,True,False,False,0.0794,False,False,False,False,,6.0,,False
ISMN_FMI_SOD013,sm_only,val,20160101,20190816,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(8.0%)",True,True,True,True,True,True,True,True,True,True,True,False,120,120,0,100.0,,,,,,,,,"2016,2017",,True,120,0,0,463.0,0.0,0.0,468.0,0.0,0.0,True,True,False,False,0.0798,False,False,False,False,,4.0,,False
