station,category,split,start_date,end_date,status,flags,has_s2,has_s1_asc,has_s1_desc,has_cm,has_dem,has_lulc,has_soil,has_era5,has_sif,has_twsa,has_labels_sm,has_labels_le,n_s2_dates,n_cm_dates,n_s2_missing_cm,cm_coverage_pct,s2_missing_years,s1_asc_missing_years,s1_desc_missing_years,cm_missing_years,satellite_missing_years,era5_missing_years,labels_sm_missing_years,labels_le_missing_years,sif_missing_years,twsa_missing_years,has_raw_satzarr,n_s2_raw,s2_token_minus_raw,s2_raw_minus_token,n_s1_asc_raw,s1_asc_token_minus_raw,s1_asc_raw_minus_token,n_s1_desc_raw,s1_desc_token_minus_raw,s1_desc_raw_minus_token,has_raw_dem,has_raw_lulc,dem_nan,lulc_nan,soil_nan_pct,era5_nan,sif_nan,twsa_nan,labels_sm_nan,labels_le_nan_frac,sm_continuous_years,le_continuous_years,lt_3yr_labels
ISMN_SNOTEL_LasalMountain,sm_only,train,20160101,20210612,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,167,167,0,100.0,,,2016,,,,,,"2016,2017",,True,167,0,0,236.0,0.0,0.0,234.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LasalMountain-Lower,sm_only,train,20160101,20251230,OK,"INFO_s2_missing_years(2016,2017,2018,2019)|INFO_s1_desc_missing_years(2016)|INFO_cm_missing_years(2016,2017,2018,2019)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,248,248,0,100.0,"2016,2017,2018,2019",,2016,"2016,2017,2018,2019",,,,,"2016,2017",2025,True,248,0,0,396.0,0.0,0.0,494.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LaurelDraw,sm_only,train,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,270,270,0,100.0,,,2016,,,,,,"2016,2017",2025,True,270,0,0,439.0,0.0,0.0,326.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LeavittLake,sm_only,train,20160812,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(34.3%)",True,True,True,True,True,True,True,True,True,True,True,False,433,433,0,100.0,,,2016,,,,,,"2016,2017",2025,True,433,0,0,734.0,0.0,0.0,702.0,0.0,0.0,True,True,False,False,0.3431,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LeavittMeadows,sm_only,train,20160101,20210402,OK,"INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.5%)",True,True,True,True,True,True,True,True,True,True,True,False,193,193,0,100.0,,,,,,,,,"2016,2017",,True,193,0,0,387.0,0.0,0.0,344.0,0.0,0.0,True,True,False,False,0.0055,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LeeCanyon,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,803,803,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,803,0,0,171.0,0.0,0.0,342.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LewisLakeDivide,sm_only,train,20160101,20210809,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,254,254,0,100.0,,,2016,,,,,,"2016,2017",,True,254,0,0,233.0,0.0,0.0,244.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LewisPeak,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,716,716,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,716,0,0,171.0,0.0,0.0,272.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LightningRidge,sm_only,train,20201104,20250321,OK,"INFO_s1_asc_missing_years(2022,2023,2024,2025)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,295,295,0,100.0,,"2022,2023,2024,2025",,,,,,,,2025,True,295,0,0,64.0,0.0,0.0,250.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LilyLake,sm_only,val,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,264,264,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,264,0,0,141.0,0.0,0.0,491.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LilyPond,sm_only,train,20170825,20251230,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.5%),True,True,True,True,True,True,True,True,True,True,True,False,337,337,0,100.0,,,,,,,,,2017,2025,True,337,0,0,442.0,0.0,0.0,246.0,0.0,0.0,True,True,False,False,0.0049,False,False,False,False,,9.0,,False
ISMN_SNOTEL_LittleBear,sm_only,oos,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,553,553,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,553,0,0,300.0,0.0,0.0,257.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LittleChenaRidge,sm_only,oos,20160101,20191013,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,84,84,0,100.0,,,2016,,,,,,"2016,2017",,True,84,0,0,72.0,0.0,0.0,59.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_SNOTEL_LittleGrassy,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,412,412,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,412,0,0,100.0,0.0,0.0,602.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LittleSnakeRiver,sm_only,train,20160101,20210613,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,255,255,0,100.0,,,2016,,,,,,"2016,2017",,True,255,0,0,112.0,0.0,0.0,261.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LittleValley,sm_only,train,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,752,752,0,100.0,,,2016,,,,,,"2016,2017",2025,True,752,0,0,732.0,0.0,0.0,703.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LizardHeadPass,sm_only,train,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,642,642,0,100.0,,,2016,,,,,,"2016,2017",2025,True,642,0,0,255.0,0.0,0.0,521.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LobdellLake,sm_only,train,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(1.5%)",True,True,True,True,True,True,True,True,True,True,True,False,425,425,0,100.0,,,2016,,,,,,"2016,2017",2025,True,425,0,0,747.0,0.0,0.0,356.0,0.0,0.0,True,True,False,False,0.0148,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LoneCone,sm_only,oos,20160101,20220606,OK,"INFO_s1_asc_missing_years(2022)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,401,401,0,100.0,,2022,2016,,,,,,"2016,2017",,True,401,0,0,144.0,0.0,0.0,157.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_SNOTEL_LonesomeBeaver,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,701,701,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,701,0,0,297.0,0.0,0.0,234.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LongDrawResv,sm_only,train,20160101,20200112,OK,"INFO_s2_missing_years(2020)|INFO_s1_desc_missing_years(2016)|INFO_cm_missing_years(2020)|INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(2.8%)",True,True,True,True,True,True,True,True,True,True,True,False,81,81,0,100.0,2020,,2016,2020,,,,,"2016,2017",,True,81,0,0,151.0,0.0,0.0,89.0,0.0,0.0,True,True,False,False,0.0281,False,False,False,False,,5.0,,False
ISMN_SNOTEL_LongFlat,sm_only,train,20160101,20200507,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,251,251,0,100.0,,,2016,,,,,,"2016,2017",,True,251,0,0,117.0,0.0,0.0,97.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_SNOTEL_LongValley,sm_only,train,20160101,20180326,OK,"INFO_s1_asc_missing_years(2018)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,72,72,0,100.0,,2018,2016,,,,,,"2016,2017",,True,72,0,0,7.0,0.0,0.0,40.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_SNOTEL_LongValleyJct,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.0%)",True,True,True,True,True,True,True,True,True,True,True,False,392,392,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,392,0,0,155.0,0.0,0.0,257.0,0.0,0.0,True,True,False,False,0.0002,False,False,False,False,,10.0,,False
ISMN_SNOTEL_Lookout,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,199,199,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,199,0,0,250.0,0.0,0.0,402.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LookoutPeak,sm_only,train,20160101,20210319,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,272,272,0,100.0,,,2016,,,,,,"2016,2017",,True,272,0,0,211.0,0.0,0.0,121.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_LostCreekResv,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,668,668,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,668,0,0,300.0,0.0,0.0,491.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_LostDog,sm_only,train,20190628,20220719,OK,INFO_s1_asc_missing_years(2022),True,True,True,True,True,True,True,True,True,True,True,False,203,203,0,100.0,,2022,,,,,,,,,True,203,0,0,72.0,0.0,0.0,182.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_SNOTEL_LouisMeadow,sm_only,train,20160101,20240204,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,494,494,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",,True,494,0,0,254.0,0.0,0.0,204.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,9.0,,False
ISMN_SNOTEL_MagicMountain,sm_only,train,20160101,20200823,OK,"INFO_s1_desc_missing_years(2016,2018,2019,2020)|INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.0%)",True,True,True,True,True,True,True,True,True,True,True,False,236,236,0,100.0,,,"2016,2018,2019,2020",,,,,,"2016,2017",,True,236,0,0,159.0,0.0,0.0,7.0,0.0,0.0,True,True,False,False,0.0002,False,False,False,False,,5.0,,False
ISMN_SNOTEL_Mammoth-Cottonwood,sm_only,train,20160101,20210317,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,140,140,0,100.0,,,2016,,,,,,"2016,2017",,True,140,0,0,210.0,0.0,0.0,220.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_MarletteLake,sm_only,train,20160101,20251230,OK,"INFO_s2_missing_years(2016,2017,2018,2019,2020,2021)|INFO_cm_missing_years(2016,2017,2018,2019,2020,2021)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(17.0%)",True,True,True,True,True,True,True,True,True,True,True,False,303,303,0,100.0,"2016,2017,2018,2019,2020,2021",,,"2016,2017,2018,2019,2020,2021",,,,,"2016,2017",2025,True,303,0,0,732.0,0.0,0.0,703.0,0.0,0.0,True,True,False,False,0.1698,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MayCreek,sm_only,oos,20190506,20251230,OK,"INFO_s2_missing_years(2019,2020,2021)|INFO_s1_asc_missing_years(2022,2023,2024)|INFO_cm_missing_years(2019,2020,2021)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,120,120,0,100.0,"2019,2020,2021","2022,2023,2024",,"2019,2020,2021",,,,,,2025,True,120,0,0,95.0,0.0,0.0,375.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_SNOTEL_McGrath,sm_only,train,20190911,20250414,OK,"INFO_s2_missing_years(2019,2020)|INFO_s1_asc_missing_years(2022,2023,2024)|INFO_cm_missing_years(2019,2020)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(20.7%)",True,True,True,True,True,True,True,True,True,True,True,False,120,120,0,100.0,"2019,2020","2022,2023,2024",,"2019,2020",,,,,,2025,True,120,0,0,62.0,0.0,0.0,149.0,0.0,0.0,True,True,False,False,0.2067,False,False,False,False,,7.0,,False
ISMN_SNOTEL_McneilRiverSGS,sm_only,train,20160101,20190502,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(9.4%)",True,True,True,True,True,True,True,True,True,True,True,False,75,75,0,100.0,,,2016,,,,,,"2016,2017",,True,75,0,0,53.0,0.0,0.0,65.0,0.0,0.0,True,True,False,False,0.0944,False,False,False,False,,4.0,,False
ISMN_SNOTEL_MedBow,sm_only,train,20160101,20251230,OK,"INFO_s2_missing_years(2016,2017,2018,2019,2020,2021,2022,2023)|INFO_s1_desc_missing_years(2016)|INFO_cm_missing_years(2016,2017,2018,2019,2020,2021,2022,2023)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.5%)",True,True,True,True,True,True,True,True,True,True,True,False,102,102,0,100.0,"2016,2017,2018,2019,2020,2021,2022,2023",,2016,"2016,2017,2018,2019,2020,2021,2022,2023",,,,,"2016,2017",2025,True,102,0,0,226.0,0.0,0.0,261.0,0.0,0.0,True,True,False,False,0.0046,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MerchantValley,sm_only,train,20180928,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,576,576,0,100.0,,"2022,2023,2024",,,,,,,,2025,True,576,0,0,117.0,0.0,0.0,211.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,8.0,,False
ISMN_SNOTEL_MicaCreek,sm_only,train,20190306,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,174,174,0,100.0,,"2022,2023,2024",,,,,,,,2025,True,174,0,0,87.0,0.0,0.0,293.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_SNOTEL_MichiganCreek,sm_only,train,20170426,20220902,OK,INFO_sif_missing_years(2017)|INFO_soil_nan_pct(0.4%),True,True,True,True,True,True,True,True,True,True,True,False,175,175,0,100.0,,,,,,,,,2017,,True,175,0,0,116.0,0.0,0.0,163.0,0.0,0.0,True,True,False,False,0.0044,False,False,False,False,,6.0,,False
ISMN_SNOTEL_MiddleForkCamp,sm_only,train,20160101,20210706,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,159,159,0,100.0,,,2016,,,,,,"2016,2017",,True,159,0,0,111.0,0.0,0.0,134.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,6.0,,False
ISMN_SNOTEL_MidwayValley,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,703,703,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,703,0,0,255.0,0.0,0.0,257.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_Mill-DNorth,sm_only,train,20160101,20220328,OK,"INFO_s1_asc_missing_years(2022)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,341,341,0,100.0,,2022,2016,,,,,,"2016,2017",,True,341,0,0,253.0,0.0,0.0,279.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_SNOTEL_MiningFork,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.4%)",True,True,True,True,True,True,True,True,True,True,True,False,588,588,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,588,0,0,156.0,0.0,0.0,257.0,0.0,0.0,True,True,False,False,0.0042,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MonitorPass,sm_only,train,20160101,20251230,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,416,416,0,100.0,,,,,,,,,"2016,2017",2025,True,416,0,0,731.0,0.0,0.0,703.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MonteCristo,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,573,573,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,573,0,0,300.0,0.0,0.0,288.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MonumentCreek,sm_only,oos,20160101,20191013,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,117,117,0,100.0,,,2016,,,,,,"2016,2017",,True,117,0,0,72.0,0.0,0.0,59.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_SNOTEL_MooreCreekBridge,sm_only,train,20170516,20210504,OK,INFO_sif_missing_years(2017)|INFO_soil_nan_pct(17.9%),True,True,True,True,True,True,True,True,True,True,True,False,129,129,0,100.0,,,,,,,,,2017,,True,129,0,0,104.0,0.0,0.0,117.0,0.0,0.0,True,True,False,False,0.1786,False,False,False,False,,5.0,,False
ISMN_SNOTEL_MormonMountain,sm_only,oos,20160101,20221008,OK,"INFO_s1_asc_missing_years(2022)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,487,487,0,100.0,,2022,2016,,,,,,"2016,2017",,True,487,0,0,133.0,0.0,0.0,143.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,7.0,,False
ISMN_SNOTEL_MormonMtnSummit,sm_only,train,20160101,20250321,OK,"INFO_s1_asc_missing_years(2022,2023,2024,2025)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,689,689,0,100.0,,"2022,2023,2024,2025",2016,,,,,,"2016,2017",2025,True,689,0,0,133.0,0.0,0.0,212.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MosbyMtn.,sm_only,train,20170605,20251230,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025),True,True,True,True,True,True,True,True,True,True,True,False,654,654,0,100.0,,,,,,,,,2017,2025,True,654,0,0,361.0,0.0,0.0,226.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,9.0,,False
ISMN_SNOTEL_MoscowMountain,sm_only,oos,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,451,451,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,451,0,0,262.0,0.0,0.0,258.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MosesMtn,sm_only,train,20210917,20250321,OK,"INFO_s1_asc_missing_years(2022,2023,2025)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,133,133,0,100.0,,"2022,2023,2025",,,,,,,,2025,True,133,0,0,11.0,0.0,0.0,97.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,5.0,,False
ISMN_SNOTEL_MosquitoRidge,sm_only,oos,20160929,20241003,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,278,278,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",,True,278,0,0,204.0,0.0,0.0,237.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,9.0,,False
ISMN_SNOTEL_Mt.Ryan,sm_only,train,20160101,20191013,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,105,105,0,100.0,,,2016,,,,,,"2016,2017",,True,105,0,0,72.0,0.0,0.0,59.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,4.0,,False
ISMN_SNOTEL_MtBaldy,sm_only,oos,20160101,20230828,OK,"INFO_s1_asc_missing_years(2022,2023)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_soil_nan_pct(0.7%)",True,True,True,True,True,True,True,True,True,True,True,False,220,220,0,100.0,,"2022,2023",2016,,,,,,"2016,2017",,True,220,0,0,254.0,0.0,0.0,364.0,0.0,0.0,True,True,False,False,0.0071,False,False,False,False,,8.0,,False
ISMN_SNOTEL_MtPennell,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,751,751,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,751,0,0,298.0,0.0,0.0,234.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MtRoseSkiArea,sm_only,oos,20160101,20251230,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.1%)",True,True,True,True,True,True,True,True,True,True,True,False,819,819,0,100.0,,,2016,,,,,,"2016,2017",2025,True,819,0,0,725.0,0.0,0.0,703.0,0.0,0.0,True,True,False,False,0.0011,False,False,False,False,,10.0,,False
ISMN_SNOTEL_MudFlat,sm_only,train,20160101,20180507,OK,"INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)",True,True,True,True,True,True,True,True,True,True,True,False,89,89,0,100.0,,,2016,,,,,,"2016,2017",,True,89,0,0,49.0,0.0,0.0,73.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,3.0,,False
ISMN_SNOTEL_MyrtleCreek,sm_only,oos,20170920,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)",True,True,True,True,True,True,True,True,True,True,True,False,379,379,0,100.0,,"2022,2023,2024",,,,,,,2017,2025,True,379,0,0,96.0,0.0,0.0,352.0,0.0,0.0,True,True,False,False,0.0,False,False,False,False,,9.0,,False
ISMN_SNOTEL_NavajoWhiskeyCk,sm_only,train,20160101,20250321,OK,"INFO_s1_asc_missing_years(2022,2023,2024,2025)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(0.1%)",True,True,True,True,True,True,True,True,True,True,True,False,307,307,0,100.0,,"2022,2023,2024,2025",2016,,,,,,"2016,2017",2025,True,307,0,0,262.0,0.0,0.0,235.0,0.0,0.0,True,True,False,False,0.0005,False,False,False,False,,10.0,,False
ISMN_SNOTEL_NukaGlacier,sm_only,train,20160101,20251230,OK,"INFO_s1_asc_missing_years(2022,2023,2024)|INFO_s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)|INFO_soil_nan_pct(2.3%)",True,True,True,True,True,True,True,True,True,True,True,False,315,315,0,100.0,,"2022,2023,2024",2016,,,,,,"2016,2017",2025,True,315,0,0,141.0,0.0,0.0,216.0,0.0,0.0,True,True,False,False,0.0234,False,False,False,False,,10.0,,False
