station,category,split,start_date,end_date,complete,has_s2,has_s1_asc,has_s1_desc,has_cm,has_dem,has_lulc,has_soil,has_era5,has_sif,has_twsa,has_labels_sm,has_labels_le,n_s2_dates,n_cm_dates,n_s2_missing_cm,cm_coverage_pct,s2_missing_years,s1_asc_missing_years,s1_desc_missing_years,cm_missing_years,era5_missing_years,labels_sm_missing_years,labels_le_missing_years,sif_missing_years,twsa_missing_years,status,flags
ISMN_SNOTEL_HollandMeadows,sm_only,oos,20221105,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,95,145,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_SNOTEL_HoosierPass,sm_only,train,20140101,20230216,True,True,True,True,True,True,True,True,True,True,True,True,False,226,380,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_Hopewell,sm_only,oos,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,361,529,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_HorseMeadow,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,812,1077,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_HorseRidge,sm_only,val,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,486,926,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_HuntingtonHorse,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,338,524,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_ImnaviatCreek,sm_only,val,20140101,20230829,True,True,True,True,True,True,True,True,True,True,True,True,False,252,682,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_IndependenceCamp,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,829,1081,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_IndependenceCreek,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,808,1080,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_IndependenceLake,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,795,1081,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_IslandPark,sm_only,train,20160730,20241115,True,True,True,True,True,True,True,True,True,True,True,True,False,463,694,0,100.0,,"2022,2023,2024",2016,,,,,"2016,2017",,WARN,"s1_asc_missing_years(2022,2023,2024)|s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)"
ISMN_SNOTEL_JackCreekUpper,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,319,520,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_JackWadeJct,sm_only,train,20170816,20230512,True,True,True,True,True,True,True,True,True,True,True,True,False,253,530,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_SNOTEL_JacksPeak,sm_only,val,20140101,20230912,True,True,True,True,True,True,True,True,True,True,True,True,False,182,370,0,100.0,"2014,2015","2014,2015,2022,2023","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_JacksonPeak,sm_only,oos,20181028,20240526,True,True,True,True,True,True,True,True,True,True,True,True,False,379,598,0,100.0,,2018,2018,,,,,,,WARN,s1_asc_missing_years(2018)|s1_desc_missing_years(2018)
ISMN_SNOTEL_JackwhackerGulch,sm_only,val,20140101,20211226,True,True,True,True,True,True,True,True,True,True,True,True,False,184,321,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_JonesCorral,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,334,527,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_JonesPass,sm_only,train,20180921,20240930,True,True,True,True,True,True,True,True,True,True,True,True,False,189,360,0,100.0,,,,,,,,,,OK,
ISMN_SNOTEL_Kalamazoo,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,669,1082,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016,2018,2019,2020","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016,2018,2019,2020)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_KelleyR.S.,sm_only,train,20190119,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,245,427,0,100.0,,"2022,2023,2024",,,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_KellyStation,sm_only,train,20140101,20230812,True,True,True,True,True,True,True,True,True,True,True,True,False,391,595,0,100.0,"2014,2015","2014,2015,2022,2023","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_KenaiMoosePens,sm_only,train,20140101,20251022,True,True,True,True,True,True,True,True,True,True,True,True,False,282,545,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_KilfoilCreek,sm_only,oos,20140101,20250321,True,True,True,True,True,True,True,True,True,True,True,True,False,569,841,0,100.0,"2014,2015","2014,2015,2022,2023,2024,2025","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024,2025)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_KimberlyMine,sm_only,train,20180902,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,562,867,0,100.0,,"2022,2023,2024",,,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_KingsCabin,sm_only,train,20140101,20230706,True,True,True,True,True,True,True,True,True,True,True,True,False,439,710,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_KlondikeNarrows,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,613,939,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_Kolob,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,749,1067,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_Lakefork#1,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,325,558,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LakeforkBasin,sm_only,train,20200723,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,187,333,0,100.0,,"2022,2023,2024",,,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LamanceCreek,sm_only,val,20161110,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,343,521,0,100.0,,,2016,,,,,"2016,2017",2025,WARN,"s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_Lamoille#3,sm_only,val,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,326,509,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LamoilleUpper,sm_only,oos,20220810,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,146,226,0,100.0,,"2022,2023,2024",,,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LapreleCreek,sm_only,oos,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,223,383,0,100.0,"2014,2015,2016,2017,2018,2019,2020,2021","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015,2016,2017,2018,2019,2020,2021",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015,2016,2017,2018,2019,2020,2021)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015,2016,2017,2018,2019,2020,2021)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LarsenCreek,sm_only,oos,20180815,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,191,455,0,100.0,"2018,2019,2020,2021","2022,2023,2024",,"2018,2019,2020,2021",,,,,2025,WARN,"s2_missing_years(2018,2019,2020,2021)|s1_asc_missing_years(2022,2023,2024)|cm_missing_years(2018,2019,2020,2021)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LasalMountain,sm_only,train,20140101,20210612,True,True,True,True,True,True,True,True,True,True,True,True,False,167,245,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LasalMountain-Lower,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,248,377,0,100.0,"2014,2015,2016,2017,2018,2019","2014,2015","2014,2015,2016","2014,2015,2016,2017,2018,2019",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015,2016,2017,2018,2019)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015,2016,2017,2018,2019)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LaurelDraw,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,270,483,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LeavittLake,sm_only,train,20160812,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,433,551,0,100.0,,,2016,,,,,"2016,2017",2025,WARN,"s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LeavittMeadows,sm_only,train,20140101,20210402,True,True,True,True,True,True,True,True,True,True,True,True,False,193,246,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LeeCanyon,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,803,1062,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LewisLakeDivide,sm_only,train,20140101,20210809,True,True,True,True,True,True,True,True,True,True,True,True,False,254,467,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LewisPeak,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,716,992,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LightningRidge,sm_only,train,20201104,20250321,True,True,True,True,True,True,True,True,True,True,True,True,False,295,458,0,100.0,,"2022,2023,2024,2025",,,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024,2025)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LilyLake,sm_only,val,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,264,517,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LilyPond,sm_only,train,20170825,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,337,533,0,100.0,,,,,,,,2017,2025,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)
ISMN_SNOTEL_LittleBear,sm_only,oos,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,553,926,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LittleChenaRidge,sm_only,oos,20140101,20191013,True,True,True,True,True,True,True,True,True,True,True,True,False,84,166,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LittleGrassy,sm_only,train,20140909,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,412,545,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LittleSnakeRiver,sm_only,train,20140912,20210613,True,True,True,True,True,True,True,True,True,True,True,True,False,255,459,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LittleValley,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,752,1081,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LizardHeadPass,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,642,1062,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LobdellLake,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,425,553,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LoneCone,sm_only,oos,20140101,20220606,True,True,True,True,True,True,True,True,True,True,True,True,False,401,640,0,100.0,"2014,2015","2014,2015,2022","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LonesomeBeaver,sm_only,train,20141016,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,701,1033,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LongDrawResv,sm_only,train,20140101,20200112,True,True,True,True,True,True,True,True,True,True,True,True,False,81,161,0,100.0,"2014,2015,2020","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015,2020)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LongFlat,sm_only,train,20141001,20200507,True,True,True,True,True,True,True,True,True,True,True,True,False,251,385,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LongValley,sm_only,train,20140101,20180326,True,True,True,True,True,True,True,True,True,True,True,True,False,72,119,0,100.0,"2014,2015","2014,2015,2018","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2018)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LongValleyJct,sm_only,train,20140922,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,392,540,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_Lookout,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,199,309,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LookoutPeak,sm_only,train,20140101,20210319,True,True,True,True,True,True,True,True,True,True,True,True,False,272,418,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_LostCreekResv,sm_only,train,20140101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,668,923,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_SNOTEL_LostDog,sm_only,train,20190628,20220719,True,True,True,True,True,True,True,True,True,True,True,True,False,203,344,0,100.0,,2022,,,,,,,,WARN,s1_asc_missing_years(2022)
ISMN_SNOTEL_LouisMeadow,sm_only,train,20140101,20240204,True,True,True,True,True,True,True,True,True,True,True,True,False,494,733,0,100.0,"2014,2015","2014,2015,2022,2023,2024","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2022,2023,2024)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_SNOTEL_MagicMountain,sm_only,train,20140101,20200823,True,True,True,True,True,True,True,True,True,True,True,True,False,236,376,0,100.0,"2014,2015","2014,2015","2014,2015,2016,2018,2019,2020","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016,2018,2019,2020)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
