station,category,split,start_date,end_date,complete,has_s2,has_s1_asc,has_s1_desc,has_cm,has_dem,has_lulc,has_soil,has_era5,has_sif,has_twsa,has_labels_sm,has_labels_le,n_s2_dates,n_cm_dates,n_s2_missing_cm,cm_coverage_pct,s2_missing_years,s1_asc_missing_years,s1_desc_missing_years,cm_missing_years,era5_missing_years,labels_sm_missing_years,labels_le_missing_years,sif_missing_years,twsa_missing_years,status,flags
ISMN_AMMA-CATCH_Banizoumbou,sm_only,train,20140101,20181230,True,True,True,False,True,True,True,True,True,True,True,True,False,103,127,0,100.0,"2014,2015","2014,2015",,"2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_AMMA-CATCH_Tondikiboro,sm_only,train,20140101,20181230,True,True,True,False,True,True,True,True,True,True,True,True,False,102,126,0,100.0,"2014,2015","2014,2015",,"2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_ARM_Anthony,sm_only,train,20140101,20210920,True,True,True,False,True,True,True,True,True,True,True,True,False,330,436,0,100.0,"2014,2015","2014,2015",,"2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_ARM_Ashton,sm_only,train,20160226,20230928,True,True,True,False,True,True,True,True,True,True,True,True,False,235,314,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_ARM_Byron,sm_only,train,20160225,20211130,True,True,True,False,True,True,True,True,True,True,True,True,False,350,442,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_ARM_Lamont-CF1,sm_only,train,20160223,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,321,427,0,100.0,,,,,,,,"2016,2017",2025,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Lamont-CF2,sm_only,train,20210729,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,169,220,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_ARM_MapleCity,sm_only,oos,20191004,20230928,True,True,True,False,True,True,True,True,True,True,True,True,False,299,395,0,100.0,,,,,,,,,,OK,
ISMN_ARM_Marshall,sm_only,train,20160525,20230928,True,True,True,False,True,True,True,True,True,True,True,True,False,242,334,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_ARM_Medford,sm_only,oos,20160226,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,655,904,0,100.0,,,,,,,,"2016,2017",2025,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Morrison,sm_only,train,20151001,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,325,429,0,100.0,2015,2015,,2015,,,,"2015,2016,2017",2025,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Newkirk,sm_only,train,20160224,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,307,427,0,100.0,,,,,,,,"2016,2017",2025,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Omega,sm_only,oos,20140101,20210606,True,True,True,False,True,True,True,True,True,True,True,True,False,300,398,0,100.0,"2014,2015","2014,2015",,"2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_ARM_Pawhuska,sm_only,train,20160305,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,297,419,0,100.0,,,,,,,,"2016,2017",2025,OK,"INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Ringwood,sm_only,train,20160302,20230928,True,True,True,False,True,True,True,True,True,True,True,True,False,500,631,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_ARM_Tryon,sm_only,train,20160303,20230928,True,True,True,False,True,True,True,True,True,True,True,True,False,237,301,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_ARM_Tyro,sm_only,train,20160101,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,588,820,0,100.0,,,"2016,2017,2018,2019,2021,2022,2023,2024,2025",,,,,"2016,2017",2025,WARN,"s1_desc_missing_years(2016,2017,2018,2019,2021,2022,2023,2024,2025)|INFO_sif_missing_years(2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_ARM_Waukomis,sm_only,train,20140101,20251230,True,True,True,False,True,True,True,True,True,True,True,True,False,449,627,0,100.0,"2014,2015","2014,2015",,"2014,2015",,,,"2014,2015,2016,2017",2025,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)|INFO_twsa_missing_years(2025)"
ISMN_Berlin_DWDBerlin-Spaeth,sm_only,oos,20211001,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,165,292,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_DWDBerlinTempel,sm_only,oos,20220629,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,134,242,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA14wiltinger,sm_only,train,20221129,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,125,210,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA15bucherchaus,sm_only,train,20221129,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,123,210,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA16krugwiesen,sm_only,train,20221129,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,107,236,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA17suedpark,sm_only,train,20221129,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,112,210,0,100.0,2022,,,,,,,,2025,WARN,s2_missing_years(2022)|INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA18Pfaueninsel,sm_only,train,20221129,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,117,210,0,100.0,2022,,,,,,,,2025,WARN,s2_missing_years(2022)|INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA1BerlinerStr,sm_only,val,20201125,20240414,True,True,True,True,True,True,True,True,True,True,True,True,False,118,222,0,100.0,,,,,,,,,,OK,
ISMN_Berlin_PSA2Tiergarten,sm_only,train,20201125,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,208,357,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA4Heerstrasse,sm_only,train,20201125,20240326,True,True,True,True,True,True,True,True,True,True,True,True,False,113,221,0,100.0,,,,,,,,,,OK,
ISMN_Berlin_PSA6Plaenterwald,sm_only,train,20201127,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,188,358,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PSA7Ruebezahl,sm_only,val,20201127,20250527,True,True,True,True,True,True,True,True,True,True,True,True,False,156,346,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PflABerlin11Humb,sm_only,train,20221115,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,127,211,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PflABerlin12Schi,sm_only,train,20221115,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,120,211,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_Berlin_PflABerlin13Marz,sm_only,train,20221115,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,128,233,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_COSMOS_KLEE,sm_only,train,20140101,20180428,True,True,True,True,True,True,True,True,True,True,True,True,False,54,89,0,100.0,"2014,2015","2014,2015","2014,2015,2016","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015,2016)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_AliceHolt,sm_only,train,20150306,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,97,252,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_Balruddery,sm_only,val,20150125,20190129,True,True,True,True,True,True,True,True,True,True,True,True,False,73,154,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_BickleyHall,sm_only,oos,20150128,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,85,209,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_BunnyPark,sm_only,train,20150127,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,178,422,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_Cardington,sm_only,train,20150624,20220624,True,True,True,True,True,True,True,True,True,True,True,True,False,103,218,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_ChimneyMeadows,sm_only,oos,20140101,20190927,True,True,True,True,True,True,True,True,True,True,True,True,False,88,250,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_Cochno,sm_only,train,20170824,20201114,True,True,True,True,True,True,True,True,True,True,True,True,False,68,208,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_COSMOS-UK_CwmGarw,sm_only,oos,20170205,20201024,True,True,True,True,True,True,True,True,True,True,True,True,False,65,275,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_COSMOS-UK_Elmsett,sm_only,train,20160811,20191212,True,True,True,True,True,True,True,True,True,True,True,True,False,87,217,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_COSMOS-UK_Euston,sm_only,train,20190610,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,113,263,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_Fincham,sm_only,val,20170607,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,187,420,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_COSMOS-UK_Fivemiletown,sm_only,train,20180626,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,78,247,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_HartwoodHome,sm_only,val,20170223,20220725,True,True,True,True,True,True,True,True,True,True,True,True,False,108,317,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_COSMOS-UK_Heytesbury,sm_only,train,20180808,20220730,True,True,True,True,True,True,True,True,True,True,True,True,False,112,313,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_HollinHill,sm_only,train,20180512,20220212,True,True,True,True,True,True,True,True,True,True,True,True,False,114,336,0,100.0,,2022,2022,,,,,,,WARN,s1_asc_missing_years(2022)|s1_desc_missing_years(2022)
ISMN_COSMOS-UK_HolmeLacy,sm_only,oos,20180411,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,139,349,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_Loddington,sm_only,oos,20160426,20190826,True,True,True,True,True,True,True,True,True,True,True,True,False,94,193,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_COSMOS-UK_LullingtonHeath,sm_only,train,20181104,20220204,True,True,True,True,True,True,True,True,True,True,True,True,False,110,267,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_MoretonMorrell,sm_only,train,20181116,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,107,296,0,100.0,,,,,,,,,,OK,
ISMN_COSMOS-UK_Morley,sm_only,train,20140514,20220517,True,True,True,True,True,True,True,True,True,True,True,True,False,180,419,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_PortonDown,sm_only,train,20141218,20181128,True,True,True,True,True,True,True,True,True,True,True,True,False,61,158,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_Redhill,sm_only,train,20160218,20211203,True,True,True,True,True,True,True,True,True,True,True,True,False,161,417,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_COSMOS-UK_Redmere,sm_only,train,20150210,20180918,True,True,True,True,True,True,True,True,True,True,True,True,False,60,138,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_Rothamsted,sm_only,oos,20170128,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,172,390,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_COSMOS-UK_Sheepdrove,sm_only,train,20140101,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,195,518,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_SpenFarm,sm_only,train,20161123,20201121,True,True,True,True,True,True,True,True,True,True,True,True,False,101,264,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_COSMOS-UK_Stoughton,sm_only,train,20150819,20210603,True,True,True,True,True,True,True,True,True,True,True,True,False,131,326,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_COSMOS-UK_Waddesdon,sm_only,train,20140101,20180806,True,True,True,True,True,True,True,True,True,True,True,True,False,33,75,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_COSMOS-UK_Writtle,sm_only,train,20170704,20221231,True,True,True,True,True,True,True,True,True,True,True,True,False,198,411,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_CW3E_BoyesCreekCanyon,sm_only,train,20211201,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,191,233,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_CW3E_BrownsValleySchool,sm_only,train,20210414,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,236,281,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_CW3E_Deerwood,sm_only,oos,20171006,20251218,True,True,True,True,True,True,True,True,True,True,True,True,False,404,467,0,100.0,,,,,,,,2017,2025,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)
ISMN_CW3E_FeatherRiverCollege,sm_only,train,20191118,20240319,True,True,True,True,True,True,True,True,True,True,True,True,False,194,251,0,100.0,,,,,,,,,,OK,
ISMN_CW3E_NorthCowMountain,sm_only,oos,20171007,20250917,True,True,True,True,True,True,True,True,True,True,True,True,False,746,902,0,100.0,,,,,,,,2017,2025,OK,INFO_sif_missing_years(2017)|INFO_twsa_missing_years(2025)
ISMN_CW3E_PotterValleyNorth,sm_only,val,20190308,20250210,True,True,True,True,True,True,True,True,True,True,True,True,False,279,335,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_CW3E_SkylineHarvest,sm_only,oos,20200731,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,262,324,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_CW3E_YucaipaValley,sm_only,oos,20221202,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,162,195,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FLUXNET-AMERIFLUX_BouldinIslandAlfalfa,sm_only,train,20160813,20191230,True,True,True,True,True,True,True,True,True,True,True,True,False,131,157,0,100.0,,,2016,,,,,"2016,2017",,WARN,"s1_desc_missing_years(2016)|INFO_sif_missing_years(2016,2017)"
ISMN_FLUXNET-AMERIFLUX_TonziRanch,sm_only,train,20170115,20200211,True,True,True,True,True,True,True,True,True,True,True,True,False,101,131,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_FLUXNET-AMERIFLUX_VairaRanch,sm_only,train,20140101,20200211,True,True,True,True,True,True,True,True,True,True,True,True,False,112,144,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SAA111,sm_only,oos,20200614,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,184,407,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SAA112,sm_only,oos,20210429,20240807,True,True,True,True,True,True,True,True,True,True,True,True,False,108,232,0,100.0,,,,,,,,,,OK,
ISMN_FMI_SAA120,sm_only,oos,20160313,20190816,True,True,True,True,True,True,True,True,True,True,True,True,False,92,225,0,100.0,,,,,,,,"2016,2017",,OK,"INFO_sif_missing_years(2016,2017)"
ISMN_FMI_SOD011,sm_only,val,20200614,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,214,454,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SOD012,sm_only,val,20200614,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,211,454,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SOD013,sm_only,val,20140105,20190816,True,True,True,True,True,True,True,True,True,True,True,True,False,120,235,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SOD071,sm_only,val,20200614,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,212,454,0,100.0,,"2022,2023,2024,2025","2022,2023,2024,2025",,,,,,2025,WARN,"s1_asc_missing_years(2022,2023,2024,2025)|s1_desc_missing_years(2022,2023,2024,2025)|INFO_twsa_missing_years(2025)"
ISMN_FMI_SOD072,sm_only,val,20220321,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,162,320,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SOD073,sm_only,val,20220321,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,161,320,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SOD081,sm_only,val,20200614,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,223,453,0,100.0,,,,,,,,,2025,OK,INFO_twsa_missing_years(2025)
ISMN_FMI_SOD083,sm_only,val,20211204,20251230,True,True,True,True,True,True,True,True,True,True,True,True,False,179,333,0,100.0,2021,,,2021,,,,,2025,WARN,s2_missing_years(2021)|cm_missing_years(2021)|INFO_twsa_missing_years(2025)
ISMN_FMI_SOD101,sm_only,val,20140101,20200506,True,True,True,True,True,True,True,True,True,True,True,True,False,140,285,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SOD102,sm_only,val,20140101,20200506,True,True,True,True,True,True,True,True,True,True,True,True,False,140,285,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SOD103,sm_only,val,20140101,20200506,True,True,True,True,True,True,True,True,True,True,True,True,False,140,285,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SOD130,sm_only,train,20141005,20200506,True,True,True,True,True,True,True,True,True,True,True,True,False,137,291,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FMI_SOD140,sm_only,oos,20141006,20190604,True,True,True,True,True,True,True,True,True,True,True,True,False,109,212,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_FR_Aqui_fraye,sm_only,train,20151207,20190616,True,True,True,True,True,True,True,True,True,True,True,True,False,68,118,0,100.0,2015,2015,2015,2015,,,,"2015,2016,2017",,WARN,"s2_missing_years(2015)|s1_asc_missing_years(2015)|s1_desc_missing_years(2015)|cm_missing_years(2015)|INFO_sif_missing_years(2015,2016,2017)"
ISMN_FR_Aqui_hillan2,sm_only,train,20180714,20220318,True,True,True,True,True,True,True,True,True,True,True,True,False,92,177,0,100.0,,,,,,,,,,OK,
ISMN_FR_Aqui_parcmeteo,sm_only,train,20170724,20220127,True,True,True,True,True,True,True,True,True,True,True,True,False,118,209,0,100.0,,,,,,,,2017,,OK,INFO_sif_missing_years(2017)
ISMN_HOBE_1.05,sm_only,oos,20140101,20190218,True,True,True,True,True,True,True,True,True,True,True,True,False,66,151,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_HOBE_1.07,sm_only,train,20140920,20190217,True,True,True,True,True,True,True,True,True,True,True,True,False,70,167,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_HOBE_2.01,sm_only,train,20140101,20190219,True,True,True,True,True,True,True,True,True,True,True,True,False,63,185,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_HOBE_2.11,sm_only,train,20140101,20190219,True,True,True,True,True,True,True,True,True,True,True,True,False,31,98,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_HOBE_3.06,sm_only,oos,20141110,20190219,True,True,True,True,True,True,True,True,True,True,True,True,False,72,201,0,100.0,"2014,2015","2014,2015","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_LAB-net_OromoCalibrationSite,sm_only,train,20140718,20180325,True,True,True,True,True,True,True,True,True,True,True,True,False,21,50,0,100.0,"2014,2015","2014,2015,2016","2014,2015","2014,2015",,,,"2014,2015,2016,2017",,WARN,"s2_missing_years(2014,2015)|s1_asc_missing_years(2014,2015,2016)|s1_desc_missing_years(2014,2015)|cm_missing_years(2014,2015)|INFO_sif_missing_years(2014,2015,2016,2017)"
ISMN_LABFLUX_Bussolenobosco,sm_only,train,20200703,20250413,True,True,True,True,True,True,True,True,True,True,True,True,False,103,177,0,100.0,"2020,2021,2022",,,"2020,2021,2022",,,,,2025,WARN,"s2_missing_years(2020,2021,2022)|cm_missing_years(2020,2021,2022)|INFO_twsa_missing_years(2025)"
ISMN_LABFLUX_Nivolet,sm_only,oos,20190104,20231030,True,True,True,True,True,True,True,True,True,True,True,True,False,121,171,0,100.0,2019,,,2019,,,,,,WARN,s2_missing_years(2019)|cm_missing_years(2019)
