station,split,year,s2,s1
ICOS_DE-Obe,train,2019,18,178
ICOS_DE-Obe,train,2020,23,178
ICOS_DE-RuR,val,2017,8,182
ICOS_DE-RuR,val,2018,20,179
ICOS_DE-RuR,val,2019,17,179
ICOS_DE-RuR,val,2020,23,176
ICOS_DE-RuR,val,2021,12,176
ICOS_DE-RuR,val,2022,16,89
ICOS_DE-RuR,val,2023,12,88
ICOS_DE-RuR,val,2024,13,83
ICOS_DE-RuS,oos,2019,14,159
ICOS_DE-RuS,oos,2020,23,232
ICOS_DE-RuS,oos,2021,15,236
ICOS_DE-RuS,oos,2022,20,119
ICOS_DE-RuS,oos,2023,13,117
ICOS_DE-RuS,oos,2024,15,105
ICOS_DE-RuW,train,2018,1,31
ICOS_DE-RuW,train,2019,14,179
ICOS_DE-RuW,train,2020,20,176
ICOS_DE-RuW,train,2021,11,176
ICOS_DE-RuW,train,2022,16,89
ICOS_DE-RuW,train,2023,12,88
ICOS_DE-RuW,train,2024,10,83
ICOS_DK-Sor,train,2021,3,24
ICOS_DK-Sor,train,2022,33,115
ICOS_DK-Sor,train,2023,30,114
ICOS_DK-Sor,train,2024,27,113
ICOS_ES-Abr,oos,2017,69,239
ICOS_ES-Abr,oos,2018,74,235
ICOS_ES-Abr,oos,2019,88,240
ICOS_ES-Abr,oos,2020,76,239
ICOS_ES-Agu,val,2017,9,37
ICOS_ES-Agu,val,2018,41,155
ICOS_ES-Agu,val,2019,49,143
ICOS_ES-Agu,val,2020,43,157
ICOS_ES-Cnd,train,2017,37,118
ICOS_ES-Cnd,train,2018,41,120
ICOS_ES-Cnd,train,2019,49,115
ICOS_ES-Cnd,train,2020,4,11
ICOS_ES-LM1,train,2017,35,120
ICOS_ES-LM1,train,2018,44,117
ICOS_ES-LM1,train,2019,49,121
ICOS_ES-LM1,train,2020,38,119
ICOS_ES-LM2,train,2017,35,120
ICOS_ES-LM2,train,2018,43,117
ICOS_ES-LM2,train,2019,47,121
ICOS_ES-LM2,train,2020,37,119
ICOS_ES-LMa,train,2020,38,119
ICOS_ES-LMa,train,2021,41,116
ICOS_ES-LMa,train,2022,43,59
ICOS_ES-LMa,train,2023,40,58
ICOS_ES-LMa,train,2024,44,51
ICOS_FI-Hyy,oos,2018,1,12
ICOS_FI-Hyy,oos,2019,28,89
ICOS_FI-Hyy,oos,2020,28,90
ICOS_FI-Hyy,oos,2021,26,150
ICOS_FI-Hyy,oos,2022,34,111
ICOS_FI-Hyy,oos,2023,36,117
ICOS_FI-Hyy,oos,2024,27,114
ICOS_FI-Ken,train,2018,40,346
ICOS_FI-Ken,train,2019,36,350
ICOS_FI-Ken,train,2020,38,351
ICOS_FI-Ken,train,2021,39,349
ICOS_FI-Ken,train,2022,28,176
ICOS_FI-Ken,train,2023,39,177
ICOS_FI-Ken,train,2024,38,166
ICOS_FI-Sii,train,2017,9,113
ICOS_FI-Sii,train,2018,42,114
ICOS_FI-Sii,train,2019,36,89
ICOS_FI-Sii,train,2020,29,90
ICOS_FI-Sii,train,2021,29,150
ICOS_FI-Sii,train,2022,35,111
ICOS_FI-Sii,train,2023,35,117
ICOS_FI-Sii,train,2024,32,114
ICOS_FI-Var,train,2020,29,330
ICOS_FI-Var,train,2021,35,331
ICOS_FI-Var,train,2022,32,178
ICOS_FI-Var,train,2023,45,171
ICOS_FI-Var,train,2024,31,153
ICOS_FR-Aur,train,2017,25,200
ICOS_FR-Aur,train,2018,30,176
ICOS_FR-Aur,train,2019,26,172
ICOS_FR-Aur,train,2020,30,210
ICOS_FR-Aur,train,2021,25,204
ICOS_FR-Aur,train,2022,9,53
ICOS_FR-Bil,train,2017,18,175
ICOS_FR-Bil,train,2018,20,177
ICOS_FR-Bil,train,2019,34,170
ICOS_FR-Bil,train,2020,27,178
ICOS_FR-Bil,train,2021,23,173
ICOS_FR-Bil,train,2022,19,90
ICOS_FR-Bil,train,2023,22,87
ICOS_FR-Bil,train,2024,17,80
ICOS_FR-CLt,train,2019,40,148
ICOS_FR-CLt,train,2020,44,163
ICOS_FR-CLt,train,2021,37,172
ICOS_FR-CLt,train,2022,45,89
ICOS_FR-CLt,train,2023,41,91
ICOS_FR-CLt,train,2024,34,80
ICOS_FR-EM2,train,2017,24,215
ICOS_FR-EM2,train,2018,51,183
ICOS_FR-EM2,train,2019,40,178
ICOS_FR-EM2,train,2020,51,179
ICOS_FR-EM2,train,2021,34,173
ICOS_FR-EM2,train,2022,48,88
ICOS_FR-EM2,train,2023,33,89
ICOS_FR-EM2,train,2024,19,82
ICOS_FR-FBn,train,2017,26,76
ICOS_FR-FBn,train,2018,31,119
ICOS_FR-FBn,train,2019,46,118
ICOS_FR-FBn,train,2020,34,119
ICOS_FR-Gri,oos,2017,26,237
ICOS_FR-Gri,oos,2018,48,209
ICOS_FR-Gri,oos,2019,36,199
ICOS_FR-Gri,oos,2020,23,120
ICOS_FR-Hes,train,2017,24,140
ICOS_FR-Hes,train,2018,48,148
ICOS_FR-Hes,train,2019,43,146
ICOS_FR-Hes,train,2020,54,149
ICOS_FR-Mej,train,2019,9,46
ICOS_FR-Mej,train,2020,41,177
ICOS_FR-Mej,train,2021,31,178
ICOS_FR-Mej,train,2022,46,90
ICOS_FR-Mej,train,2023,33,89
ICOS_FR-Mej,train,2024,26,91
ICOS_FR-Pue,oos,2021,2,14
ICOS_FR-Pue,oos,2022,34,57
ICOS_FR-Pue,oos,2023,36,56
ICOS_FR-Pue,oos,2024,29,60
ICOS_FR-Tou,oos,2018,26,91
ICOS_FR-Tou,oos,2019,26,82
ICOS_FR-Tou,oos,2020,30,120
ICOS_FR-Tou,oos,2021,25,116
ICOS_FR-Tou,oos,2022,30,61
ICOS_FR-Tou,oos,2023,24,57
ICOS_FR-Tou,oos,2024,25,54
ICOS_GF-Guy,train,2017,4,134
ICOS_GF-Guy,train,2018,3,147
ICOS_GF-Guy,train,2019,3,151
ICOS_GF-Guy,train,2020,5,147
ICOS_GF-Guy,train,2021,5,147
ICOS_GF-Guy,train,2022,0,36
ICOS_IL-Yat,oos,2017,40,159
ICOS_IL-Yat,oos,2018,46,169
ICOS_IL-Yat,oos,2019,51,175
ICOS_IL-Yat,oos,2020,50,175
ICOS_IT-BCi,oos,2017,39,118
ICOS_IT-BCi,oos,2018,43,118
ICOS_IT-BCi,oos,2019,43,117
ICOS_IT-BCi,oos,2020,49,115
ICOS_IT-BFt,oos,2019,71,233
ICOS_IT-BFt,oos,2020,72,237
ICOS_IT-BFt,oos,2021,69,231
ICOS_IT-BFt,oos,2022,78,116
ICOS_IT-BFt,oos,2023,71,117
ICOS_IT-BFt,oos,2024,59,108
ICOS_IT-Lsn,train,2017,51,171
ICOS_IT-Lsn,train,2018,65,173
ICOS_IT-Lsn,train,2019,64,179
ICOS_IT-Lsn,train,2020,73,178
ICOS_IT-Lsn,train,2021,63,172
ICOS_IT-Lsn,train,2022,76,87
ICOS_IT-Lsn,train,2023,1,4
ICOS_IT-MBo,train,2017,44,219
ICOS_IT-MBo,train,2018,58,184
ICOS_IT-MBo,train,2019,58,178
ICOS_IT-MBo,train,2020,64,139
ICOS_IT-SR2,train,2017,65,120
ICOS_IT-SR2,train,2018,71,116
ICOS_IT-SR2,train,2019,70,112
ICOS_IT-SR2,train,2020,17,32
ICOS_IT-Tor,oos,2020,21,49
ICOS_IT-Tor,oos,2021,57,174
ICOS_IT-Tor,oos,2022,70,91
ICOS_IT-Tor,oos,2023,67,89
ICOS_IT-Tor,oos,2024,54,78
ICOS_IT-TrF,oos,2017,0,176
ICOS_IT-TrF,oos,2018,29,175
ICOS_IT-TrF,oos,2019,72,177
ICOS_IT-TrF,oos,2020,72,177
ICOS_IT-TrF,oos,2021,57,174
ICOS_IT-TrF,oos,2022,72,91
ICOS_IT-TrF,oos,2023,66,89
ICOS_IT-TrF,oos,2024,44,60
ICOS_RU-Fy2,train,2017,14,233
ICOS_RU-Fy2,train,2018,23,236
ICOS_RU-Fy2,train,2019,21,236
ICOS_RU-Fy2,train,2020,24,234
ICOS_RU-Fyo,train,2017,0,3
ICOS_RU-Fyo,train,2018,34,52
ICOS_RU-Fyo,train,2019,23,58
ICOS_RU-Fyo,train,2020,26,53
ICOS_SE-Deg,oos,2017,0,204
ICOS_SE-Deg,oos,2018,0,218
ICOS_SE-Deg,oos,2019,9,222
ICOS_SE-Deg,oos,2020,52,227
ICOS_SE-Deg,oos,2021,44,221
ICOS_SE-Deg,oos,2022,45,145
ICOS_SE-Deg,oos,2023,48,143
ICOS_SE-Deg,oos,2024,46,125
ICOS_SE-Htm,train,2017,0,211
ICOS_SE-Htm,train,2018,0,209
ICOS_SE-Htm,train,2019,16,203
ICOS_SE-Htm,train,2020,27,210
ICOS_SE-Htm,train,2021,35,210
ICOS_SE-Htm,train,2022,37,117
ICOS_SE-Htm,train,2023,29,118
ICOS_SE-Htm,train,2024,28,112
ICOS_SE-Nor,oos,2018,10,102
ICOS_SE-Nor,oos,2019,34,221
ICOS_SE-Nor,oos,2020,38,227
ICOS_SE-Nor,oos,2021,26,222
ICOS_SE-Nor,oos,2022,43,146
ICOS_SE-Nor,oos,2023,39,145
ICOS_SE-Nor,oos,2024,37,127
ICOS_SE-Svb,oos,2017,0,208
ICOS_SE-Svb,oos,2018,0,216
ICOS_SE-Svb,oos,2019,0,222
ICOS_SE-Svb,oos,2020,0,227
ICOS_SE-Svb,oos,2021,0,221
ICOS_SE-Svb,oos,2022,32,146
ICOS_SE-Svb,oos,2023,52,144
ICOS_SE-Svb,oos,2024,47,128
ICOS_UK-AMo,train,2021,3,25
ICOS_UK-AMo,train,2022,26,106
ICOS_UK-AMo,train,2023,18,103
ICOS_UK-AMo,train,2024,15,96
ISMN_AMMA-CATCH_Banizoumbou,train,2016,19,27
ISMN_AMMA-CATCH_Banizoumbou,train,2017,34,28
ISMN_AMMA-CATCH_Banizoumbou,train,2018,50,29
ISMN_AMMA-CATCH_Tondikiboro,train,2016,20,27
ISMN_AMMA-CATCH_Tondikiboro,train,2017,30,28
ISMN_AMMA-CATCH_Tondikiboro,train,2018,52,29
ISMN_ARM_Anthony,train,2016,14,22
ISMN_ARM_Anthony,train,2017,31,23
ISMN_ARM_Anthony,train,2018,76,49
ISMN_ARM_Anthony,train,2019,73,55
ISMN_ARM_Anthony,train,2020,81,54
ISMN_ARM_Anthony,train,2021,55,43
ISMN_ARM_Ashton,train,2016,6,20
ISMN_ARM_Ashton,train,2017,15,24
ISMN_ARM_Ashton,train,2018,32,49
ISMN_ARM_Ashton,train,2019,38,55
ISMN_ARM_Ashton,train,2020,38,54
ISMN_ARM_Ashton,train,2021,40,58
ISMN_ARM_Ashton,train,2022,41,27
ISMN_ARM_Ashton,train,2023,25,21
ISMN_ARM_Byron,train,2016,16,43
ISMN_ARM_Byron,train,2017,32,43
ISMN_ARM_Byron,train,2018,78,71
ISMN_ARM_Byron,train,2019,73,84
ISMN_ARM_Byron,train,2020,78,85
ISMN_ARM_Byron,train,2021,73,81
ISMN_ARM_Lamont-CF1,train,2016,8,21
ISMN_ARM_Lamont-CF1,train,2017,17,24
ISMN_ARM_Lamont-CF1,train,2018,33,49
ISMN_ARM_Lamont-CF1,train,2019,38,55
ISMN_ARM_Lamont-CF1,train,2020,34,54
ISMN_ARM_Lamont-CF1,train,2021,38,58
ISMN_ARM_Lamont-CF1,train,2022,41,27
ISMN_ARM_Lamont-CF1,train,2023,32,28
ISMN_ARM_Lamont-CF1,train,2024,41,28
ISMN_ARM_Lamont-CF1,train,2025,39,31
ISMN_ARM_Lamont-CF2,train,2021,16,24
ISMN_ARM_Lamont-CF2,train,2022,41,27
ISMN_ARM_Lamont-CF2,train,2023,32,28
ISMN_ARM_Lamont-CF2,train,2024,42,28
ISMN_ARM_Lamont-CF2,train,2025,38,31
ISMN_ARM_MapleCity,oos,2019,18,14
ISMN_ARM_MapleCity,oos,2020,76,54
ISMN_ARM_MapleCity,oos,2021,67,58
ISMN_ARM_MapleCity,oos,2022,88,27
ISMN_ARM_MapleCity,oos,2023,50,21
ISMN_ARM_Marshall,train,2016,7,16
ISMN_ARM_Marshall,train,2017,19,24
ISMN_ARM_Marshall,train,2018,35,49
ISMN_ARM_Marshall,train,2019,37,55
ISMN_ARM_Marshall,train,2020,35,54
ISMN_ARM_Marshall,train,2021,40,58
ISMN_ARM_Marshall,train,2022,44,27
ISMN_ARM_Marshall,train,2023,25,21
ISMN_ARM_Medford,oos,2016,15,20
ISMN_ARM_Medford,oos,2017,35,24
ISMN_ARM_Medford,oos,2018,69,49
ISMN_ARM_Medford,oos,2019,78,55
ISMN_ARM_Medford,oos,2020,73,54
ISMN_ARM_Medford,oos,2021,73,58
ISMN_ARM_Medford,oos,2022,83,27
ISMN_ARM_Medford,oos,2023,66,28
ISMN_ARM_Medford,oos,2024,84,28
ISMN_ARM_Medford,oos,2025,79,31
ISMN_ARM_Morrison,train,2016,10,22
ISMN_ARM_Morrison,train,2017,19,24
ISMN_ARM_Morrison,train,2018,30,49
ISMN_ARM_Morrison,train,2019,40,55
ISMN_ARM_Morrison,train,2020,35,54
ISMN_ARM_Morrison,train,2021,37,58
ISMN_ARM_Morrison,train,2022,39,27
ISMN_ARM_Morrison,train,2023,33,28
ISMN_ARM_Morrison,train,2024,44,28
ISMN_ARM_Morrison,train,2025,38,31
ISMN_ARM_Newkirk,train,2016,6,21
ISMN_ARM_Newkirk,train,2017,17,24
ISMN_ARM_Newkirk,train,2018,28,49
ISMN_ARM_Newkirk,train,2019,36,55
ISMN_ARM_Newkirk,train,2020,33,54
ISMN_ARM_Newkirk,train,2021,35,58
ISMN_ARM_Newkirk,train,2022,36,27
ISMN_ARM_Newkirk,train,2023,36,28
ISMN_ARM_Newkirk,train,2024,43,28
ISMN_ARM_Newkirk,train,2025,37,31
ISMN_ARM_Omega,oos,2016,17,48
ISMN_ARM_Omega,oos,2017,37,43
ISMN_ARM_Omega,oos,2018,71,71
ISMN_ARM_Omega,oos,2019,72,84
ISMN_ARM_Omega,oos,2020,80,85
ISMN_ARM_Omega,oos,2021,23,37
ISMN_ARM_Pawhuska,train,2016,9,40
ISMN_ARM_Pawhuska,train,2017,16,46
ISMN_ARM_Pawhuska,train,2018,33,76
ISMN_ARM_Pawhuska,train,2019,34,75
ISMN_ARM_Pawhuska,train,2020,27,81
ISMN_ARM_Pawhuska,train,2021,35,86
ISMN_ARM_Pawhuska,train,2022,40,55
ISMN_ARM_Pawhuska,train,2023,29,55
ISMN_ARM_Pawhuska,train,2024,39,50
ISMN_ARM_Pawhuska,train,2025,35,60
ISMN_ARM_Ringwood,train,2016,15,43
ISMN_ARM_Ringwood,train,2017,36,43
ISMN_ARM_Ringwood,train,2018,77,71
ISMN_ARM_Ringwood,train,2019,78,84
ISMN_ARM_Ringwood,train,2020,74,85
ISMN_ARM_Ringwood,train,2021,78,87
ISMN_ARM_Ringwood,train,2022,85,57
ISMN_ARM_Ringwood,train,2023,57,40
ISMN_ARM_Tryon,train,2016,10,20
ISMN_ARM_Tryon,train,2017,16,24
ISMN_ARM_Tryon,train,2018,31,49
ISMN_ARM_Tryon,train,2019,35,55
ISMN_ARM_Tryon,train,2020,39,54
ISMN_ARM_Tryon,train,2021,36,58
ISMN_ARM_Tryon,train,2022,45,28
ISMN_ARM_Tryon,train,2023,25,21
ISMN_ARM_Tyro,train,2016,20,23
ISMN_ARM_Tyro,train,2017,31,22
ISMN_ARM_Tyro,train,2018,58,27
ISMN_ARM_Tyro,train,2019,61,20
ISMN_ARM_Tyro,train,2020,65,28
ISMN_ARM_Tyro,train,2021,68,28
ISMN_ARM_Tyro,train,2022,75,28
ISMN_ARM_Tyro,train,2023,69,27
ISMN_ARM_Tyro,train,2024,77,22
ISMN_ARM_Tyro,train,2025,65,29
ISMN_ARM_Waukomis,train,2016,14,22
ISMN_ARM_Waukomis,train,2017,28,24
ISMN_ARM_Waukomis,train,2018,61,49
ISMN_ARM_Waukomis,train,2019,53,55
ISMN_ARM_Waukomis,train,2020,57,54
ISMN_ARM_Waukomis,train,2021,51,58
ISMN_ARM_Waukomis,train,2022,51,27
ISMN_ARM_Waukomis,train,2023,40,28
ISMN_ARM_Waukomis,train,2024,57,28
ISMN_ARM_Waukomis,train,2025,44,31
ISMN_Berlin_DWDBerlin-Spaeth,oos,2021,4,58
ISMN_Berlin_DWDBerlin-Spaeth,oos,2022,43,114
ISMN_Berlin_DWDBerlin-Spaeth,oos,2023,28,118
ISMN_Berlin_DWDBerlin-Spaeth,oos,2024,41,111
ISMN_Berlin_DWDBerlin-Spaeth,oos,2025,49,209
ISMN_Berlin_DWDBerlinTempel,oos,2022,18,57
ISMN_Berlin_DWDBerlinTempel,oos,2023,28,118
ISMN_Berlin_DWDBerlinTempel,oos,2024,40,111
ISMN_Berlin_DWDBerlinTempel,oos,2025,48,209
ISMN_Berlin_PSA14wiltinger,train,2022,1,10
ISMN_Berlin_PSA14wiltinger,train,2023,32,118
ISMN_Berlin_PSA14wiltinger,train,2024,39,110
ISMN_Berlin_PSA14wiltinger,train,2025,53,209
ISMN_Berlin_PSA15bucherchaus,train,2022,1,10
ISMN_Berlin_PSA15bucherchaus,train,2023,27,118
ISMN_Berlin_PSA15bucherchaus,train,2024,39,110
ISMN_Berlin_PSA15bucherchaus,train,2025,56,209
ISMN_Berlin_PSA16krugwiesen,train,2022,1,10
ISMN_Berlin_PSA16krugwiesen,train,2023,29,118
ISMN_Berlin_PSA16krugwiesen,train,2024,32,110
ISMN_Berlin_PSA16krugwiesen,train,2025,45,209
ISMN_Berlin_PSA17suedpark,train,2022,0,10
ISMN_Berlin_PSA17suedpark,train,2023,28,118
ISMN_Berlin_PSA17suedpark,train,2024,38,111
ISMN_Berlin_PSA17suedpark,train,2025,46,209
ISMN_Berlin_PSA18Pfaueninsel,train,2022,0,10
ISMN_Berlin_PSA18Pfaueninsel,train,2023,27,118
ISMN_Berlin_PSA18Pfaueninsel,train,2024,35,111
ISMN_Berlin_PSA18Pfaueninsel,train,2025,55,209
ISMN_Berlin_PSA1BerlinerStr,val,2020,2,24
ISMN_Berlin_PSA1BerlinerStr,val,2021,29,234
ISMN_Berlin_PSA1BerlinerStr,val,2022,49,114
ISMN_Berlin_PSA1BerlinerStr,val,2023,28,118
ISMN_Berlin_PSA1BerlinerStr,val,2024,10,29
ISMN_Berlin_PSA2Tiergarten,train,2020,1,24
ISMN_Berlin_PSA2Tiergarten,train,2021,33,234
ISMN_Berlin_PSA2Tiergarten,train,2022,49,114
ISMN_Berlin_PSA2Tiergarten,train,2023,33,118
ISMN_Berlin_PSA2Tiergarten,train,2024,38,111
ISMN_Berlin_PSA2Tiergarten,train,2025,54,209
ISMN_Berlin_PSA4Heerstrasse,train,2020,1,24
ISMN_Berlin_PSA4Heerstrasse,train,2021,31,234
ISMN_Berlin_PSA4Heerstrasse,train,2022,43,114
ISMN_Berlin_PSA4Heerstrasse,train,2023,31,118
ISMN_Berlin_PSA4Heerstrasse,train,2024,7,23
ISMN_Berlin_PSA6Plaenterwald,train,2020,1,23
ISMN_Berlin_PSA6Plaenterwald,train,2021,32,234
ISMN_Berlin_PSA6Plaenterwald,train,2022,40,114
ISMN_Berlin_PSA6Plaenterwald,train,2023,26,118
ISMN_Berlin_PSA6Plaenterwald,train,2024,39,111
ISMN_Berlin_PSA6Plaenterwald,train,2025,50,209
ISMN_Berlin_PSA7Ruebezahl,val,2020,1,23
ISMN_Berlin_PSA7Ruebezahl,val,2021,26,234
ISMN_Berlin_PSA7Ruebezahl,val,2022,43,114
ISMN_Berlin_PSA7Ruebezahl,val,2023,27,118
ISMN_Berlin_PSA7Ruebezahl,val,2024,35,111
ISMN_Berlin_PSA7Ruebezahl,val,2025,24,67
ISMN_Berlin_PflABerlin11Humb,train,2022,1,15
ISMN_Berlin_PflABerlin11Humb,train,2023,32,118
ISMN_Berlin_PflABerlin11Humb,train,2024,43,111
ISMN_Berlin_PflABerlin11Humb,train,2025,51,209
ISMN_Berlin_PflABerlin12Schi,train,2022,1,15
ISMN_Berlin_PflABerlin12Schi,train,2023,27,118
ISMN_Berlin_PflABerlin12Schi,train,2024,40,111
ISMN_Berlin_PflABerlin12Schi,train,2025,52,188
ISMN_Berlin_PflABerlin13Marz,train,2022,3,15
ISMN_Berlin_PflABerlin13Marz,train,2023,33,118
ISMN_Berlin_PflABerlin13Marz,train,2024,40,109
ISMN_Berlin_PflABerlin13Marz,train,2025,52,209
ISMN_COSMOS-UK_AliceHolt,train,2016,4,138
ISMN_COSMOS-UK_AliceHolt,train,2017,7,236
ISMN_COSMOS-UK_AliceHolt,train,2018,23,233
ISMN_COSMOS-UK_AliceHolt,train,2019,13,225
ISMN_COSMOS-UK_AliceHolt,train,2020,20,234
ISMN_COSMOS-UK_AliceHolt,train,2021,14,232
ISMN_COSMOS-UK_AliceHolt,train,2022,16,117
ISMN_COSMOS-UK_Balruddery,val,2016,12,144
ISMN_COSMOS-UK_Balruddery,val,2017,20,237
ISMN_COSMOS-UK_Balruddery,val,2018,37,230
ISMN_COSMOS-UK_Balruddery,val,2019,4,18
ISMN_COSMOS-UK_BickleyHall,oos,2016,7,139
ISMN_COSMOS-UK_BickleyHall,oos,2017,12,226
ISMN_COSMOS-UK_BickleyHall,oos,2018,16,184
ISMN_COSMOS-UK_BickleyHall,oos,2019,10,169
ISMN_COSMOS-UK_BickleyHall,oos,2020,14,172
ISMN_COSMOS-UK_BickleyHall,oos,2021,12,176
ISMN_COSMOS-UK_BickleyHall,oos,2022,14,85
ISMN_COSMOS-UK_BunnyPark,train,2016,8,131
ISMN_COSMOS-UK_BunnyPark,train,2017,21,223
ISMN_COSMOS-UK_BunnyPark,train,2018,36,232
ISMN_COSMOS-UK_BunnyPark,train,2019,21,225
ISMN_COSMOS-UK_BunnyPark,train,2020,35,234
ISMN_COSMOS-UK_BunnyPark,train,2021,27,231
ISMN_COSMOS-UK_BunnyPark,train,2022,30,118
ISMN_COSMOS-UK_Cardington,train,2016,5,102
ISMN_COSMOS-UK_Cardington,train,2017,8,177
ISMN_COSMOS-UK_Cardington,train,2018,24,176
ISMN_COSMOS-UK_Cardington,train,2019,15,171
ISMN_COSMOS-UK_Cardington,train,2020,27,175
ISMN_COSMOS-UK_Cardington,train,2021,14,173
ISMN_COSMOS-UK_Cardington,train,2022,10,44
ISMN_COSMOS-UK_ChimneyMeadows,oos,2016,8,136
ISMN_COSMOS-UK_ChimneyMeadows,oos,2017,21,235
ISMN_COSMOS-UK_ChimneyMeadows,oos,2018,38,233
ISMN_COSMOS-UK_ChimneyMeadows,oos,2019,21,161
ISMN_COSMOS-UK_Cochno,train,2017,9,85
ISMN_COSMOS-UK_Cochno,train,2018,28,229
ISMN_COSMOS-UK_Cochno,train,2019,18,227
ISMN_COSMOS-UK_Cochno,train,2020,13,207
ISMN_COSMOS-UK_CwmGarw,oos,2017,9,214
ISMN_COSMOS-UK_CwmGarw,oos,2018,24,184
ISMN_COSMOS-UK_CwmGarw,oos,2019,15,173
ISMN_COSMOS-UK_CwmGarw,oos,2020,17,146
ISMN_COSMOS-UK_Elmsett,train,2016,6,78
ISMN_COSMOS-UK_Elmsett,train,2017,14,237
ISMN_COSMOS-UK_Elmsett,train,2018,43,234
ISMN_COSMOS-UK_Elmsett,train,2019,24,217
ISMN_COSMOS-UK_Euston,train,2019,16,131
ISMN_COSMOS-UK_Euston,train,2020,37,237
ISMN_COSMOS-UK_Euston,train,2021,23,228
ISMN_COSMOS-UK_Euston,train,2022,37,119
ISMN_COSMOS-UK_Fincham,val,2017,14,136
ISMN_COSMOS-UK_Fincham,val,2018,46,233
ISMN_COSMOS-UK_Fincham,val,2019,32,229
ISMN_COSMOS-UK_Fincham,val,2020,35,237
ISMN_COSMOS-UK_Fincham,val,2021,24,228
ISMN_COSMOS-UK_Fincham,val,2022,36,119
ISMN_COSMOS-UK_Fivemiletown,train,2018,7,91
ISMN_COSMOS-UK_Fivemiletown,train,2019,17,177
ISMN_COSMOS-UK_Fivemiletown,train,2020,16,176
ISMN_COSMOS-UK_Fivemiletown,train,2021,18,177
ISMN_COSMOS-UK_Fivemiletown,train,2022,20,88
ISMN_COSMOS-UK_HartwoodHome,val,2017,7,203
ISMN_COSMOS-UK_HartwoodHome,val,2018,22,228
ISMN_COSMOS-UK_HartwoodHome,val,2019,23,227
ISMN_COSMOS-UK_HartwoodHome,val,2020,15,238
ISMN_COSMOS-UK_HartwoodHome,val,2021,30,234
ISMN_COSMOS-UK_HartwoodHome,val,2022,11,64
ISMN_COSMOS-UK_Heytesbury,train,2018,10,71
ISMN_COSMOS-UK_Heytesbury,train,2019,28,172
ISMN_COSMOS-UK_Heytesbury,train,2020,41,176
ISMN_COSMOS-UK_Heytesbury,train,2021,15,175
ISMN_COSMOS-UK_Heytesbury,train,2022,18,50
ISMN_COSMOS-UK_HollinHill,train,2018,22,114
ISMN_COSMOS-UK_HollinHill,train,2019,29,171
ISMN_COSMOS-UK_HollinHill,train,2020,31,175
ISMN_COSMOS-UK_HollinHill,train,2021,27,214
ISMN_COSMOS-UK_HollinHill,train,2022,5,15
ISMN_COSMOS-UK_HolmeLacy,oos,2018,23,123
ISMN_COSMOS-UK_HolmeLacy,oos,2019,27,174
ISMN_COSMOS-UK_HolmeLacy,oos,2020,39,176
ISMN_COSMOS-UK_HolmeLacy,oos,2021,27,176
ISMN_COSMOS-UK_HolmeLacy,oos,2022,23,85
ISMN_COSMOS-UK_Loddington,oos,2016,7,104
ISMN_COSMOS-UK_Loddington,oos,2017,22,234
ISMN_COSMOS-UK_Loddington,oos,2018,42,232
ISMN_COSMOS-UK_Loddington,oos,2019,23,143
ISMN_COSMOS-UK_LullingtonHeath,train,2018,4,35
ISMN_COSMOS-UK_LullingtonHeath,train,2019,42,229
ISMN_COSMOS-UK_LullingtonHeath,train,2020,32,237
ISMN_COSMOS-UK_LullingtonHeath,train,2021,29,232
ISMN_COSMOS-UK_LullingtonHeath,train,2022,3,11
ISMN_COSMOS-UK_MoretonMorrell,train,2018,4,27
ISMN_COSMOS-UK_MoretonMorrell,train,2019,21,225
ISMN_COSMOS-UK_MoretonMorrell,train,2020,31,234
ISMN_COSMOS-UK_MoretonMorrell,train,2021,22,231
ISMN_COSMOS-UK_MoretonMorrell,train,2022,29,117
ISMN_COSMOS-UK_Morley,train,2016,14,137
ISMN_COSMOS-UK_Morley,train,2017,16,237
ISMN_COSMOS-UK_Morley,train,2018,47,234
ISMN_COSMOS-UK_Morley,train,2019,33,229
ISMN_COSMOS-UK_Morley,train,2020,35,237
ISMN_COSMOS-UK_Morley,train,2021,21,228
ISMN_COSMOS-UK_Morley,train,2022,14,45
ISMN_COSMOS-UK_PortonDown,train,2016,6,138
ISMN_COSMOS-UK_PortonDown,train,2017,19,235
ISMN_COSMOS-UK_PortonDown,train,2018,36,215
ISMN_COSMOS-UK_Redhill,train,2016,9,122
ISMN_COSMOS-UK_Redhill,train,2017,17,238
ISMN_COSMOS-UK_Redhill,train,2018,45,235
ISMN_COSMOS-UK_Redhill,train,2019,35,217
ISMN_COSMOS-UK_Redhill,train,2020,34,233
ISMN_COSMOS-UK_Redhill,train,2021,21,215
ISMN_COSMOS-UK_Redmere,train,2016,15,129
ISMN_COSMOS-UK_Redmere,train,2017,18,226
ISMN_COSMOS-UK_Redmere,train,2018,27,170
ISMN_COSMOS-UK_Rothamsted,oos,2017,14,110
ISMN_COSMOS-UK_Rothamsted,oos,2018,43,118
ISMN_COSMOS-UK_Rothamsted,oos,2019,26,110
ISMN_COSMOS-UK_Rothamsted,oos,2020,32,116
ISMN_COSMOS-UK_Rothamsted,oos,2021,23,115
ISMN_COSMOS-UK_Rothamsted,oos,2022,34,60
ISMN_COSMOS-UK_Sheepdrove,train,2016,7,138
